credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mi_percentage,number_of_units,occupancy_status,original_cltv,original_dti,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_mortgage,amortization_type,property_state,property_type,postal_code,loan_sequence_number,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,pre_relief_refinance_loan_sequence_number,special_eligibility_program,relief_refinance_indicator,property_valuation_method,interest_only_indicator,loan_duration_years,loan_term_category,credit_risk_category,dti_risk_category,ltv_risk_category,cltv_risk_category,combined_risk_indicator,total_months_observed,months_delinquent,months_seriously_delinquent,maximum_delinquency_status,latest_upb,ever_delinquent_flag,ever_seriously_delinquent_flag,delinquency_rate,serious_delinquency_rate,loan_balance_status
721.0,2020-10-01,N,2050-09-01,11244,0,1,P,70,43,684000,70,2.875,C,N,FRM,CA,SF,926,F20Q30551790,N,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",Y,,N,1,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,589478.86,0,0,0.0,0.0,Active Balance
800.0,2020-10-01,N,2050-09-01,41740,0,1,P,59,29,560000,59,2.625,C,N,FRM,CA,PU,921,F20Q30551821,N,360,1,OTHER,Y,,N,1,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,487351.67,0,0,0.0,0.0,Active Balance
788.0,2020-10-01,Y,2050-09-01,,0,1,P,80,5,132000,80,3.125,R,N,FRM,GA,SF,316,F20Q30552060,P,360,1,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,107795.96,0,0,0.0,0.0,Active Balance
669.0,2020-09-01,Y,2050-08-01,15804,30,1,P,95,43,247000,95,3.625,C,N,FRM,NJ,SF,080,F20Q30552063,P,360,2,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,N,,N,2,N,9999,29.91,Long-Term,Fair,High DTI,High LTV,High CLTV,High Risk Indicators,68,0,0,0.0,189404.44,0,0,0.0,0.0,Active Balance
777.0,2020-10-01,N,2050-09-01,39580,0,1,P,80,26,190000,80,3.5,R,N,FRM,NC,PU,276,F20Q30552147,N,360,1,TRUIST BANK,N,H,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,61,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
665.0,2020-10-01,N,2050-09-01,15260,0,1,S,80,18,278000,80,4.125,R,N,FRM,GA,CO,315,F20Q30552506,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.92,Long-Term,Fair,Low DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,18,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
675.0,2020-10-01,Y,2050-09-01,16984,0,1,P,70,42,445000,70,3.625,R,N,FRM,IL,PU,601,F20Q30552530,P,360,2,"GUARANTEED RATE, INC.",N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,2,0,1.0,383887.13,1,0,0.0299,0.0,Active Balance
776.0,2020-10-01,N,2035-09-01,16984,0,1,P,64,20,430000,64,2.75,R,N,FRM,IL,SF,600,F20Q30552548,C,180,1,"GUARANTEED RATE, INC.",N,,N,1,N,9999,14.92,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,63,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
796.0,2020-10-01,Y,2035-09-01,35084,0,1,P,76,19,215000,76,2.375,R,N,FRM,PA,PU,184,F20Q30552681,P,180,2,"GUARANTEED RATE, INC.",N,,N,2,N,9999,14.92,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,44,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
806.0,2020-10-01,N,2050-09-01,31140,30,1,P,95,32,366000,95,2.875,R,N,FRM,IN,SF,471,F20Q30552844,P,360,1,"GUARANTEED RATE, INC.",N,,N,2,N,9999,29.92,Long-Term,Excellent,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,67,0,0,0.0,252454.69,0,0,0.0,0.0,Active Balance
792.0,2020-10-01,N,2050-09-01,39900,0,1,P,60,42,269000,60,2.99,R,N,FRM,NV,PU,895,F20Q30553015,N,360,1,"GUARANTEED RATE, INC.",N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,67,0,0,0.0,226724.63,0,0,0.0,0.0,Active Balance
771.0,2020-10-01,N,2035-09-01,19430,0,1,P,69,20,159000,69,3.0,B,N,FRM,OH,SF,453,F20Q30553049,N,180,1,OTHER,N,,N,1,N,9999,14.92,Short-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,103056.64,0,0,0.0,0.0,Active Balance
797.0,2020-10-01,N,2050-09-01,33460,0,1,P,80,27,367000,80,3.375,R,N,FRM,MN,SF,553,F20Q30553064,C,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
727.0,2020-10-01,Y,2050-09-01,48424,0,1,P,80,28,238000,80,2.625,B,N,FRM,FL,PU,334,F20Q30553331,P,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,207476.54,0,0,0.0,0.0,Active Balance
777.0,2020-10-01,N,2050-09-01,49340,0,1,P,55,17,265000,55,2.5,B,N,FRM,MA,SF,015,F20Q30553463,N,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Very Good,Low DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,214294.15,0,0,0.0,0.0,Active Balance
752.0,2020-10-01,N,2050-09-01,40900,0,1,P,80,26,405000,80,2.875,C,N,FRM,CA,SF,957,F20Q30553504,N,360,1,"UNITED SHORE FINANCIAL SERVICES, LLC",N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,347852.7,0,0,0.0,0.0,Active Balance
800.0,2020-11-01,N,2050-10-01,24340,0,1,P,60,24,270000,60,3.0,R,N,FRM,MI,CO,494,F20Q30553571,P,360,2,OTHER,N,,N,2,N,9999,29.91,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,66,0,0,0.0,237342.76,0,0,0.0,0.0,Active Balance
755.0,2020-10-01,N,2050-09-01,14454,30,1,P,95,35,551000,95,3.125,R,N,FRM,MA,CO,020,F20Q30553684,P,360,1,"GUARANTEED RATE, INC.",Y,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,67,0,0,0.0,484451.12,0,0,0.0,0.0,Active Balance
687.0,2020-10-01,N,2050-09-01,11180,0,1,P,86,43,381000,67,3.375,R,N,FRM,IA,SF,500,F20Q30553719,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,High CLTV,Moderate Risk Indicators,67,21,7,5.0,345020.36,1,1,0.3134,0.1045,Active Balance
755.0,2020-10-01,Y,2050-09-01,29820,0,1,P,80,43,124000,80,2.875,R,N,FRM,NV,PU,891,F20Q30553762,P,360,1,"GUARANTEED RATE, INC.",N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,6,0,2.0,100634.45,1,0,0.0896,0.0,Active Balance
797.0,2020-10-01,N,2050-09-01,33460,0,1,P,60,22,145000,60,3.0,R,N,FRM,MN,SF,551,F20Q30553777,C,360,2,"GUARANTEED RATE, INC.",N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,124100.78,0,0,0.0,0.0,Active Balance
790.0,2020-10-01,N,2035-09-01,,0,1,P,80,47,131000,80,2.625,R,N,FRM,MS,SF,394,F20Q30553817,C,180,2,OTHER,N,,N,2,N,9999,14.92,Short-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,40,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
782.0,2020-10-01,N,2050-09-01,49340,0,1,P,75,30,448000,75,2.75,R,N,FRM,MA,SF,015,F20Q30553994,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,376140.27,0,0,0.0,0.0,Active Balance
767.0,2020-10-01,N,2050-09-01,16984,0,1,P,75,35,353000,75,2.625,R,N,FRM,IL,CO,606,F20Q30553995,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,306776.69,0,0,0.0,0.0,Active Balance
756.0,2020-10-01,N,2050-09-01,29540,30,1,P,95,45,241000,95,2.875,R,N,FRM,PA,SF,175,F20Q30554012,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,67,0,0,0.0,185695.43,0,0,0.0,0.0,Active Balance
799.0,2020-10-01,N,2050-09-01,11244,0,1,P,46,36,455000,46,2.5,C,N,FRM,CA,SF,926,F20Q30554055,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,67,0,0,0.0,394206.15,0,0,0.0,0.0,Active Balance
744.0,2020-10-01,N,2050-09-01,15540,0,4,I,75,42,182000,75,3.99,R,N,FRM,VT,SF,054,F20Q30554081,P,360,2,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,162871.64,0,0,0.0,0.0,Active Balance
809.0,2020-10-01,N,2050-09-01,40060,30,1,P,94,36,196000,94,3.75,B,N,FRM,VA,CO,232,F20Q30554090,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,High LTV,High CLTV,High Risk Indicators,67,0,0,0.0,169618.16,0,0,0.0,0.0,Active Balance
728.0,2020-10-01,Y,2050-09-01,,25,1,P,95,44,100000,95,2.75,R,N,FRM,NC,MH,283,F20Q30554211,P,360,1,TRUIST BANK,N,H,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,33,17,10,12.0,0.0,1,1,0.5152,0.303,Zero Balance
716.0,2020-10-01,N,2050-09-01,14500,0,1,P,77,23,330000,77,3.0,R,N,FRM,CO,SF,805,F20Q30554256,P,360,1,OTHER,N,,N,1,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,277185.52,0,0,0.0,0.0,Active Balance
752.0,2020-10-01,N,2035-09-01,40140,0,1,P,59,28,424000,59,2.5,R,N,FRM,CA,SF,923,F20Q30554319,N,180,1,OTHER,N,,N,1,N,9999,14.92,Short-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,286755.23,0,0,0.0,0.0,Active Balance
810.0,2020-10-01,Y,2050-09-01,,0,1,P,80,19,72000,80,2.875,R,N,FRM,CO,SF,810,F20Q30554640,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,62986.35,0,0,0.0,0.0,Active Balance
714.0,2020-10-01,N,2050-09-01,40140,0,1,P,81,40,275000,65,2.75,R,N,FRM,CA,SF,923,F20Q30554775,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,High CLTV,Moderate Risk Indicators,67,2,0,2.0,239954.75,1,0,0.0299,0.0,Active Balance
812.0,2020-10-01,N,2050-09-01,38300,0,1,P,80,43,153000,80,2.875,R,N,FRM,PA,SF,152,F20Q30554829,P,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Excellent,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,130701.11,0,0,0.0,0.0,Active Balance
760.0,2020-09-01,Y,2050-08-01,24660,30,1,P,95,22,271000,95,3.125,R,N,FRM,NC,SF,274,F20Q30554869,P,360,1,TRUIST BANK,N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,68,15,11,13.0,240025.93,1,1,0.2206,0.1618,Active Balance
781.0,2020-09-01,N,2050-08-01,37964,30,1,P,95,47,333000,95,3.0,C,N,FRM,PA,SF,190,F20Q30554909,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,High LTV,High CLTV,High Risk Indicators,68,0,0,0.0,284639.44,0,0,0.0,0.0,Active Balance
767.0,2020-10-01,N,2050-09-01,47894,0,1,P,78,41,510000,78,3.0,C,N,FRM,VA,PU,201,F20Q30555007,N,360,2,U.S. BANK N.A.,N,,N,1,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,447635.05,0,0,0.0,0.0,Active Balance
773.0,2020-09-01,Y,2050-08-01,40900,0,1,P,80,49,473000,80,3.0,C,N,FRM,CA,SF,956,F20Q30555231,P,360,2,TRUIST BANK,N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,68,0,0,0.0,414052.35,0,0,0.0,0.0,Active Balance
773.0,2020-10-01,N,2045-09-01,38900,0,1,P,66,29,455000,66,3.125,B,N,FRM,OR,SF,971,F20Q30555367,C,300,2,NEWREZ LLC,N,,N,2,N,9999,24.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,376874.29,0,0,0.0,0.0,Active Balance
804.0,2020-10-01,N,2050-09-01,15764,0,1,P,66,19,343000,66,2.99,R,N,FRM,MA,SF,018,F20Q30555373,C,360,2,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,1,0,1.0,299881.11,1,0,0.0149,0.0,Active Balance
650.0,2020-10-01,N,2050-09-01,47664,0,1,P,50,50,500000,50,3.75,R,N,FRM,MI,SF,480,F20Q30555579,C,360,2,"LOANDEPOT.COM, LLC",N,,N,2,N,9999,29.92,Long-Term,Fair,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
802.0,2020-11-01,N,2045-10-01,40140,0,1,P,59,40,365000,59,2.875,C,N,FRM,CA,PU,917,F20Q30555700,N,300,1,OTHER,N,,N,1,N,9999,24.91,Long-Term,Excellent,High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,66,0,0,0.0,305531.61,0,0,0.0,0.0,Active Balance
792.0,2020-10-01,N,2050-09-01,16984,0,1,I,75,6,131000,75,3.99,B,N,FRM,IL,SF,601,F20Q30555746,C,360,1,"LOANDEPOT.COM, LLC",N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,117294.44,0,0,0.0,0.0,Active Balance
799.0,2020-10-01,N,2050-09-01,34980,30,1,P,95,21,223000,95,2.75,C,N,FRM,TN,SF,370,F20Q30556035,P,360,2,PENNYMAC CORP.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,67,0,0,0.0,191343.37,0,0,0.0,0.0,Active Balance
790.0,2020-10-01,N,2050-09-01,,0,1,P,56,32,438000,56,2.625,C,N,FRM,TX,PU,762,F20Q30556195,P,360,2,PENNYMAC CORP.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,369218.79,0,0,0.0,0.0,Active Balance
787.0,2020-10-01,N,2050-09-01,38060,0,1,P,75,40,403000,75,2.75,C,N,FRM,AZ,PU,853,F20Q30556413,P,360,2,PENNYMAC CORP.,N,,N,2,N,9999,29.92,Long-Term,Very Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,316769.19,0,0,0.0,0.0,Active Balance
755.0,2020-10-01,Y,2050-09-01,35154,0,1,P,80,26,256000,80,2.99,C,N,FRM,NJ,SF,077,F20Q30556566,P,360,2,PENNYMAC CORP.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,218032.3,0,0,0.0,0.0,Active Balance
805.0,2020-10-01,N,2050-09-01,38060,0,1,P,53,26,450000,53,2.625,C,N,FRM,AZ,SF,852,F20Q30556641,C,360,2,PENNYMAC CORP.,N,,N,1,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,17,1,0,1.0,0.0,1,0,0.0588,0.0,Zero Balance
701.0,2020-09-01,N,2050-08-01,40140,0,1,I,43,26,161000,43,3.5,C,N,FRM,CA,SF,925,F20Q30556828,C,360,1,PENNYMAC CORP.,N,,N,2,N,9999,29.91,Long-Term,Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,68,1,0,1.0,141927.63,1,0,0.0147,0.0,Active Balance
693.0,2020-10-01,Y,2050-09-01,35154,30,1,P,95,29,150000,95,3.0,R,N,FRM,NJ,CO,087,F20Q30557118,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,67,0,0,0.0,131224.86,0,0,0.0,0.0,Active Balance
710.0,2020-10-01,N,2050-09-01,35084,0,1,P,80,33,389000,80,2.875,R,N,FRM,NJ,SF,071,F20Q30557126,N,360,2,OTHER,N,,N,1,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,340300.58,0,0,0.0,0.0,Active Balance
810.0,2020-10-01,N,2050-09-01,,0,1,P,80,49,461000,80,3.125,R,N,FRM,UT,PU,840,F20Q30557199,P,360,1,NATIONSTAR MORTGAGE LLC DBA MR. COOPER,N,,N,2,N,9999,29.92,Long-Term,Excellent,Very High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,403670.08,0,0,0.0,0.0,Active Balance
697.0,2020-10-01,Y,2050-09-01,26420,0,1,P,80,24,133000,80,3.5,R,N,FRM,TX,PU,770,F20Q30557237,P,360,1,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,116403.27,0,0,0.0,0.0,Active Balance
690.0,2020-10-01,N,2050-09-01,45300,25,1,P,90,44,347000,90,3.375,R,N,FRM,FL,PU,337,F20Q30557245,N,360,2,OTHER,N,,N,2,N,9999,29.92,Long-Term,Good,High DTI,High LTV,High CLTV,High Risk Indicators,67,0,0,0.0,301133.34,0,0,0.0,0.0,Active Balance
788.0,2020-10-01,N,2050-09-01,41740,0,1,P,65,16,510000,60,2.99,C,N,FRM,CA,SF,921,F20Q30557620,N,360,2,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Very Good,Low DTI,Low LTV,Moderate CLTV,Lower Risk Indicators,9,1,0,1.0,0.0,1,0,0.1111,0.0,Zero Balance
722.0,2020-10-01,Y,2050-09-01,19740,0,1,P,75,38,300000,75,2.99,C,N,FRM,CO,SF,800,F20Q30557626,P,360,1,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,67,0,0,0.0,258182.08,0,0,0.0,0.0,Active Balance
684.0,2020-09-01,N,2050-08-01,15764,0,1,P,60,35,374000,60,2.875,C,N,FRM,MA,SF,019,F20Q30557645,N,360,2,NEWREZ LLC,N,,N,1,N,9999,29.91,Long-Term,Good,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,12,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
750.0,2020-10-01,N,2050-09-01,46060,0,1,P,75,34,330000,75,2.875,C,N,FRM,AZ,PU,857,F20Q30557665,N,360,1,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,62,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
794.0,2020-09-01,N,2050-08-01,23540,0,1,P,56,49,375000,56,3.125,R,N,FRM,FL,PU,326,F20Q30557987,N,360,2,OTHER,N,,N,2,N,9999,29.91,Long-Term,Very Good,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,68,0,0,0.0,307523.01,0,0,0.0,0.0,Active Balance
794.0,2020-09-01,N,2050-08-01,16984,25,1,P,90,25,296000,90,3.375,C,N,FRM,IL,SF,606,F20Q30558096,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,68,0,0,0.0,260377.2,0,0,0.0,0.0,Active Balance
686.0,2020-10-01,N,2050-09-01,21060,0,1,P,80,15,372000,80,3.25,R,N,FRM,KY,SF,427,F20Q30558176,P,360,2,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.92,Long-Term,Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,33,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-10-01,N,2040-09-01,43340,0,1,P,77,35,246000,77,3.25,R,N,FRM,LA,PU,710,F20Q30558329,N,240,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,19.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,173239.8,0,0,0.0,0.0,Active Balance
766.0,2020-10-01,N,2040-09-01,33460,0,1,P,78,20,276000,78,3.0,R,N,FRM,MN,SF,551,F20Q30558542,N,240,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,19.92,Medium-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,199754.71,0,0,0.0,0.0,Active Balance
779.0,2020-10-01,N,2040-09-01,43780,0,1,P,65,35,276000,65,2.875,R,N,FRM,IN,PU,465,F20Q30558545,P,240,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,19.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,215140.62,0,0,0.0,0.0,Active Balance
778.0,2020-09-01,N,2050-08-01,31140,12,1,P,81,33,219000,81,3.625,C,N,FRM,KY,PU,402,F20Q30558581,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Very Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,8,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
708.0,2020-09-01,N,2050-08-01,41180,0,1,P,70,41,127000,70,3.0,C,N,FRM,MO,SF,633,F20Q30558656,N,360,2,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.91,Long-Term,Good,High DTI,Moderate LTV,Moderate CLTV,Moderate Risk Indicators,24,11,9,11.0,0.0,1,1,0.4583,0.375,Zero Balance
737.0,2020-09-01,N,2050-08-01,15940,30,1,P,92,31,147000,92,3.0,C,N,FRM,OH,SF,447,F20Q30558702,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.91,Long-Term,Good,Moderate DTI,High LTV,High CLTV,Moderate Risk Indicators,68,0,0,0.0,124745.86,0,0,0.0,0.0,Active Balance
742.0,2020-09-01,Y,2050-08-01,16984,30,1,P,95,36,142000,95,2.75,C,N,FRM,IL,SF,600,F20Q30558725,P,360,1,"WELLS FARGO BANK, N.A.",N,,N,2,N,9999,29.91,Long-Term,Very Good,High DTI,High LTV,High CLTV,High Risk Indicators,68,0,0,0.0,123216.0,0,0,0.0,0.0,Active Balance
806.0,2020-10-01,N,2050-09-01,28140,0,1,P,74,14,126000,74,2.625,C,N,FRM,MO,SF,641,F20Q30558740,N,360,1,"WELLS FARGO BANK, N.A.",N,,N,1,N,9999,29.92,Long-Term,Excellent,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,100473.56,0,0,0.0,0.0,Active Balance
782.0,2020-10-01,N,2050-09-01,39580,0,1,P,61,20,218000,61,2.99,C,N,FRM,NC,PU,275,F20Q30558819,C,360,2,U.S. BANK N.A.,N,,N,2,N,9999,29.92,Long-Term,Very Good,Low DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,24,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
646.0,2020-09-01,N,2040-08-01,15380,0,2,P,54,46,88000,54,3.25,R,N,FRM,NY,SF,142,F20Q30558820,C,240,2,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Fair,Very High DTI,Low LTV,Low CLTV,Moderate Risk Indicators,68,0,0,0.0,68869.18,0,0,0.0,0.0,Active Balance
809.0,2020-10-01,N,2035-09-01,31084,0,1,P,58,32,448000,58,2.5,C,N,FRM,CA,SF,905,F20Q30558869,N,180,2,NEWREZ LLC,N,,N,1,N,9999,14.92,Short-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,13,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
814.0,2020-10-01,N,2035-09-01,12420,0,1,P,61,23,391000,61,2.5,C,N,FRM,TX,SF,787,F20Q30558874,N,180,1,NEWREZ LLC,N,,N,1,N,9999,14.92,Short-Term,Excellent,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,8,0,2.0,262245.25,1,0,0.1194,0.0,Active Balance
817.0,2020-10-01,N,2050-09-01,33700,0,1,P,53,32,242000,53,2.75,C,N,FRM,CA,SF,953,F20Q30558912,N,360,2,NEWREZ LLC,N,,N,1,N,9999,29.92,Long-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,67,0,0,0.0,208823.85,0,0,0.0,0.0,Active Balance
804.0,2020-10-01,N,2035-09-01,39460,0,1,P,20,30,155000,20,2.75,C,N,FRM,FL,SF,339,F20Q30559078,P,180,2,NEWREZ LLC,N,,N,2,N,9999,14.92,Short-Term,Excellent,Moderate DTI,Low LTV,Low CLTV,Lower Risk Indicators,24,0,0,0.0,0.0,0,0,0.0,0.0,Zero Balance
788.0,2020-10-01,N,2040-09-01,,0,1,P,73,35,56000,73,3.125,R,N,FRM,MI,SF,488,F20Q30559093,C,240,1,OTHER,N,,N,2,N,9999,19.92,Medium-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,37547.05,0,0,0.0,0.0,Active Balance
777.0,2020-10-01,N,2045-09-01,18140,0,1,P,78,33,273000,78,2.625,R,N,FRM,OH,SF,430,F20Q30559210,N,300,2,OTHER,N,,N,1,N,9999,24.92,Long-Term,Very Good,Moderate DTI,Moderate LTV,Moderate CLTV,Lower Risk Indicators,67,0,0,0.0,226202.81,0,0,0.0,0.0,Active Balance
